ph,temperature_c,ammonia_mg_l,nitrite_mg_l,nitrate_mg_l,ph_rolling_3,ph_rolling_7,ph_change_rate,temperature_c_rolling_3,temperature_c_rolling_7,temperature_c_change_rate,ammonia_mg_l_rolling_3,ammonia_mg_l_rolling_7,ammonia_mg_l_change_rate,nitrite_mg_l_rolling_3,nitrite_mg_l_rolling_7,nitrite_mg_l_change_rate,nitrate_mg_l_rolling_3,nitrate_mg_l_rolling_7,nitrate_mg_l_change_rate,water_stability_index,risk_level
5.30595,26.1875,0.00086,0.017,116,5.32865,5.328,-0.04994,26.1875,26.19643,0,0.00084,0.00082,0.00005,0.017,0.017,0,116,116,0,0.04171,Moderate Risk
5.31503,26.125,0.00088,0.017,116,5.32562,5.33384,-0.01362,26.125,26.13393,0,0.00089,0.00089,-0.00003,0.017,0.017,0,116,116,0,0.03243,High Risk
5.31503,26.0625,0.0011,0.017,116,5.32411,5.32541,-0.00908,26.08333,26.08929,0,0.00109,0.00098,0,0.017,0.017,0,116,116,0,0.02954,High Risk
5.31503,26,0.00146,0.017,116,5.31654,5.32281,0.00454,26.04167,26.03571,-0.0625,0.00147,0.00145,0.00021,0.017,0.017,0,116,116,0,0.05609,Moderate Risk
5.32865,26,0.00168,0.017,116,5.33168,5.3306,-0.00454,26,26.00893,0,0.00165,0.00159,0.00003,0.017,0.017,0,116,116,0,0.01913,Moderate Risk
5.33319,26,0.00165,0.017,116,5.33622,5.34616,-0.00908,26,26,0,0.00165,0.00159,0,0.017,0.017,0,116,116,0,0.03894,Moderate Risk
5.35135,25.9375,0.00168,0.017,116,5.35438,5.35265,-0.00454,25.97917,25.99107,-0.0625,0.00168,0.00167,0.00002,0.017,0.017,0,116,116,0,0.01872,Moderate Risk
5.35589,25.9375,0.00177,0.017,116,5.35589,5.35589,0,25.9375,25.91964,0,0.00182,0.00175,-0.00009,0.017,0.017,0,116,116,0,0.01553,High Risk
5.35589,25.875,0.00174,0.017,116,5.36799,5.36108,-0.00454,25.91667,25.91964,-0.0625,0.00174,0.00176,-0.00001,0.017,0.017,0,116,116,0,0.03901,High Risk
5.36043,25.875,0.00174,0.017,116,5.36346,5.36108,-0.00908,25.875,25.875,0,0.00173,0.00172,0.00002,0.017,0.017,0,116,116,0,0.00821,High Risk
5.37859,25.8125,0.0013,0.017,116,5.37556,5.37081,0,25.77083,25.78571,0.0625,0.0014,0.00157,-0.00038,0.017,0.017,0,116,116,0,0.02851,High Risk
5.36951,25.8125,0.00131,0.017,116,5.37254,5.37146,0,25.8125,25.78571,0,0.00145,0.00152,-0.00043,0.017,0.017,0,116,116,0,0.02747,High Risk
5.37405,25.75,0.00171,0.017,116,5.37102,5.36821,0,25.75,25.74107,0,0.00168,0.0017,0.00002,0.017,0.017,0,116,116,0,0.02825,High Risk
5.3922,25.625,0.00171,0.017,116,5.39977,5.40063,-0.01362,25.625,25.64286,0,0.00173,0.00173,0,0.017,0.017,0,116,116,0,0.025,High Risk
5.40128,25.5625,0.00191,0.017,116,5.40128,5.39998,-0.00454,25.58333,25.60714,-0.0625,0.00189,0.00183,0.00005,0.017,0.017,0,116,116,0,0.02916,High Risk
5.4149,25.5625,0.00203,0.017,116,5.41339,5.41295,0.00908,25.54167,25.54464,0.0625,0.00198,0.00197,0.00008,0.017,0.017,0,116,116,0,0.02905,High Risk
5.4149,25.5625,0.00196,0.017,116,5.42095,5.41749,0,25.5625,25.5625,0,0.00195,0.00196,0.00001,0.017,0.017,0,116,116,0,0.03961,High Risk
5.4149,25.5625,0.00195,0.017,116,5.4149,5.42203,0,25.5625,25.5625,0,0.00192,0.00193,0.00004,0.017,0.017,0,116,116,0,0.03476,High Risk
5.42852,25.5,0.00191,0.017,116,5.42701,5.42982,-0.00454,25.47917,25.48214,0,0.00192,0.00192,-0.00004,0.017,0.017,0,116,116,0,0.02538,High Risk
5.43306,25.4375,0.00195,0.017,116,5.42549,5.42333,0.01362,25.4375,25.41964,0,0.00184,0.00195,-0.00003,0.017,0.017,0,116,116,0,0.02779,High Risk
5.40128,25.25,0.00186,0.017,116,5.33924,5.30401,0.10894,25.25,25.25,0,0.00277,0.00372,-0.00139,0.017,0.017,0,116,116,0,0.14727,High Risk
5.27872,24.75,0.00581,0.017,116,5.30898,5.34032,-0.04539,24.75,24.75893,0,0.00443,0.0039,0.00081,0.017,0.017,0,116,116,0,0.0909,High Risk
5.36497,24.125,0.00317,0.017,116,5.35892,5.36043,0.03178,24.125,24.10714,0,0.00365,0.00386,-0.00176,0.017,0.017,0,116,116,0,0.07461,High Risk
5.00181,25.875,0.0075,0.017,116,4.99727,4.99662,-0.00908,25.85417,25.83036,0,0.00839,0.04284,-0.00015,0.017,0.017,0,116,116,0,0.46217,High Risk
5.01997,26,0.00715,0.017,116,5.05174,5.06212,-0.06355,26,25.99107,0,0.00609,0.00601,0.00247,0.017,0.017,0,116,116,0,0.12921,High Risk
5.05628,26.5,0.00163,0.017,116,5.1153,5.1153,-0.03632,26.5,26.49107,0,0.00143,0.00193,0.00033,0.017,0.017,0,116,116,0,0.1077,Moderate Risk
5.16523,26.3125,0.00182,0.017,116,5.2197,5.23138,-0.07263,26.33333,26.33036,-0.0625,0.0016,0.00152,0.00032,0.017,0.017,0,116,116,0,0.07804,Moderate Risk
5.0926,26.0625,0.00416,0.017,116,5.08806,5.03813,0.02724,26.0625,26.08929,0,0.00454,0.07088,-0.0011,0.017,0.017,0,116,116,0,0.60468,High Risk
5.06536,25.875,0.00577,0.017,116,5.18641,5.21257,-0.18612,25.875,25.90179,0,0.00305,0.00255,0.00432,0.017,0.017,0,116,116,0,0.17855,High Risk
5.40128,25,0.00247,0.017,116,5.36194,5.16588,0.03177,25,25.00893,0,0.00276,0.35477,-0.00006,0.017,0.017,0,116,116,0,1.89163,High Risk
5.34227,24.8125,0.00377,0.017,116,5.35892,5.36886,-0.00908,24.8125,24.8125,0,0.00355,0.00331,0,0.017,0.017,0,116,116,0,0.05331,High Risk
5.31049,24.6875,0.00251,0.017,116,5.30747,5.31892,0.02723,24.70833,24.72321,-0.0625,0.00399,0.00428,-0.00286,0.017,0.017,0,116,116,0,0.05605,High Risk
5.32865,24.25,0.00416,0.017,116,5.36951,5.36497,-0.06809,24.25,24.25,0,0.00363,0.00362,0.00091,0.017,0.017,0,116,116,0,0.0435,High Risk
5.50569,24,0.00207,0.017,116,5.50418,5.49531,0,24,24.01786,0,0.00209,0.00225,0,0.017,0.017,0,116,116,0,0.04107,High Risk
5.45122,24,0.00174,0.017,116,5.44971,5.45057,0.00908,23.97917,24,0.0625,0.0017,0.00179,0.00018,0.017,0.017,0,116,116,0,0.03822,High Risk
5.2878,24.125,0.00191,0.017,116,5.34681,5.3494,-0.11348,24.10417,24.08929,0,0.00186,0.00181,0.00008,0.017,0.017,0,116,116,0,0.08307,High Risk
5.2651,24.25,0.00191,0.017,116,5.26359,5.29688,0.01362,24.25,24.25893,0,0.00191,0.00193,0.00003,0.017,0.017,0,116,116,0,0.09316,High Risk
5.30595,24.875,0.00162,0.017,116,5.30898,5.30725,0.01361,24.875,24.875,0,0.00151,0.00155,0.00036,0.017,0.017,0,116,116,0,0.0218,High Risk
5.38313,24.875,0.00135,0.017,116,5.38464,5.38572,0,24.91667,24.91964,-0.0625,0.00134,0.00127,0.00005,0.017,0.017,0,116,116,0,0.03115,High Risk
5.67819,24.5,0.00078,0.017,116,5.67516,5.67365,0.00908,24.54167,24.54464,-0.0625,0.00078,0.00076,0,0.017,0.017,0,116,116,0,0.02447,High Risk
5.67365,24.5,0.00056,0.017,116,5.68424,5.67819,-0.01362,24.52083,24.53571,-0.0625,0.00064,0.00072,-0.00022,0.017,0.017,0,116,116,0,0.0343,High Risk
5.69635,24.5,0.00056,0.017,116,5.70694,5.70024,0.00908,24.5,24.5,0,0.00058,0.00056,-0.00002,0.017,0.017,0,116,116,0,0.05955,High Risk
5.74174,24.25,0.00106,0.017,116,5.74931,5.76055,-0.00908,24.27083,24.30357,0,0.00117,0.00121,-0.00016,0.017,0.017,0,116,116,0,0.06359,High Risk
5.7372,24.25,0.00145,0.017,116,5.69635,5.68273,0.06355,24.27083,24.25893,0,0.0015,0.00146,-0.00011,0.017,0.017,0,116,116,0,0.06177,High Risk
5.68727,24.3125,0.00169,0.017,116,5.69332,5.70284,-0.00908,24.27083,24.26786,0.0625,0.00154,0.00164,0.00044,0.017,0.017,0,116,116,0,0.03712,High Risk
5.64641,24.1875,0.00227,0.017,116,5.64036,5.63215,0.00454,24.1875,24.1875,0,0.0022,0.00208,0.00009,0.017,0.017,0,116,116,0,0.01961,High Risk
5.6328,24.125,0.00191,0.017,116,5.61313,5.62696,0,24.16667,24.16071,-0.0625,0.00191,0.00184,0,0.017,0.017,0,116,116,0,0.06487,High Risk
5.69181,24.0625,0.00231,0.017,116,5.68727,5.68143,0,24.08333,24.09821,-0.0625,0.00235,0.00236,-0.00006,0.017,0.017,0,116,116,0,0.03756,High Risk
5.69181,24.125,0.00239,0.017,116,5.69181,5.68662,0,24.125,24.10714,0,0.00217,0.00227,-0.00002,0.017,0.017,0,116,116,0,0.03422,High Risk
5.69635,24.0625,0.00229,0.017,116,5.69938,5.6983,-0.00908,24.08333,24.08929,-0.0625,0.00227,0.00227,0.00011,0.017,0.017,0,116,116,0,0.03175,High Risk
5.69635,24.125,0.00239,0.017,116,5.69938,5.6983,0,24.10417,24.08929,0.0625,0.00229,0.00227,0.0001,0.017,0.017,0,116,116,0,0.03176,High Risk
5.7599,24,0.00218,0.017,116,5.75082,5.74887,0.01362,24.02083,24.03571,0,0.00217,0.00222,0.00002,0.017,0.017,0,116,116,0,0.03774,High Risk
5.7599,24,0.002,0.017,116,5.76141,5.75925,-0.00454,24,24,0,0.002,0.00199,-0.00002,0.017,0.017,0,116,116,0,0.01615,High Risk
5.76444,24,0.00157,0.017,116,5.76293,5.75731,0.01362,23.97917,23.98214,0.0625,0.00186,0.00196,-0.00043,0.017,0.017,0,116,116,0,0.0358,High Risk
5.72812,24,0.00188,0.017,116,5.7372,5.73655,-0.01816,23.97917,23.96429,0,0.00186,0.0018,0.00005,0.017,0.017,0,116,116,0,0.03474,High Risk
5.68727,23.9375,0.00174,0.017,116,5.68878,5.70024,0,23.9375,23.9375,0,0.00163,0.00169,-0.00001,0.017,0.017,0,116,116,0,0.02563,High Risk
5.56016,23.9375,0.00099,0.017,116,5.5647,5.56989,-0.00454,23.95833,23.95536,0,0.00117,0.00119,-0.00026,0.017,0.017,0,116,116,0,0.04758,High Risk
5.31049,24.125,0.00178,0.017,116,5.31049,5.32087,0.00454,24.08333,24.07143,0.0625,0.00164,0.00172,0,0.017,0.017,0,116,116,0,0.05265,High Risk
5.03813,24.5,0.00725,0.017,116,5.05326,5.06471,-0.01815,24.47917,24.47321,0.0625,0.00638,0.00639,0.00089,0.017,0.017,0,116,116,0,0.10368,High Risk
8.0024,25,4.96314,0.017,116,8.00542,7.95376,0.0681,25,25,0,3.67623,3.71159,3.23889,0.017,0.017,0,116,116,0,3.10223,High Risk
7.82536,25,1.54059,0.017,116,7.87378,7.82471,-0.14526,25.02083,25.01786,-0.0625,3.6081,4.19406,-3.06675,0.017,0.017,0,116,116,0,2.52598,High Risk
6.83575,25,3.55222,0.017,116,6.84029,6.88893,0.01815,24.9375,24.9375,0.0625,3.64134,3.7645,0.07828,0.017,0.017,0,116,116,0,0.60156,High Risk
5.15161,24.9375,1.21456,0.017,116,5.15766,5.18274,-0.01362,24.95833,24.97321,-0.0625,2.94148,2.88513,-2.56918,0.017,0.017,0,116,116,0,2.40334,High Risk
8.059,27.47,0,0.01,139,7.15033,7.38629,1.354,24.98667,25.82714,4.06,0.009,0.012,-0.017,0.011,0.00943,0.006,139,139,0,2.55478,High Risk
7.241,28.83,0.022,0.004,139,7.91467,7.90557,-1.336,25.53333,28.25429,5,0.017,0.02586,0.012,0.01,0.32543,-0.003,139,139,0,4.48796,High Risk
6.469,32.62,0.038,0.031,139,7.235,7.49957,0.351,31.98333,27.85429,1.13,0.03567,0.03529,-0.004,0.894,0.82914,-0.96,139,139,0,6.30843,High Risk
6.086,19.52,0.049,0.019,139,6.46267,6.92914,-0.209,20.81,21.61,-1.12,0.03867,0.03457,0.008,0.147,0.08614,-0.062,139,139,0,3.26738,High Risk
8.984,21.02,0.004,1.89,139,7.74867,7.78043,2.771,23.85667,23.04857,-5.75,0.02233,0.02457,-0.025,1.009,0.91329,0.996,139,139,0,4.30685,High Risk
6.071,26.39,0.03,0.756,139,6.60033,6.90314,-0.193,23.96667,23.08857,-0.57,0.02567,0.02957,-0.001,0.25667,0.13986,0.744,139,139,0,3.6632,High Risk
6.47,23.44,0.022,0.002,139,6.699,7.02714,-0.72,24.60333,25.23,1.07,0.02333,0.02314,-0.026,0.008,0.56457,-0.008,139,139,0,3.13563,High Risk
6.349,28.26,0.025,0.964,139,7.11267,7.41929,-1.064,28.89667,26.23,-0.84,0.035,0.02929,-0.011,0.633,0.43371,0.959,139,139,0,4.16283,High Risk
9.0642,33.77,0.0313,1.7881,139,8.15267,7.92544,-0.25,27.88,27.97857,3.22,0.03033,0.03204,-0.0005,0.9952,0.9653,1.2071,139,139,0,6.63724,Moderate Risk
9.0631,33.9,0.0302,1.3768,139,7.283,7.56727,2.5796,32.97667,30.78286,1.81,0.03397,0.03763,-0.004,1.30797,1.0017,0.1782,139,139,0,5.69786,Moderate Risk
9.429,31.83,0.0493,0.1717,139,9.27553,8.863,0.2705,31.35,29.81571,0.14,0.04333,0.0373,0.0075,1.09707,0.84326,-1.7406,139,139,0,4.76321,Moderate Risk
6.3769,32.21,0.0465,1.2182,139,7.2552,7.09239,-2.926,28.23333,24.84143,13.68,0.03807,0.03859,0.0057,1.0736,1.12223,0.3894,139,139,0,6.42685,Moderate Risk
6.4446,18.97,0.0482,1.0092,139,6.3586,7.64679,0.0291,27.63667,28.21429,-11.77,0.0419,0.03991,0.001,0.86207,0.88829,0.5716,139,139,0,6.55725,Moderate Risk
9.4265,33.87,0.0359,0.2184,139,8.35473,8.88956,3.2141,27.76667,26.15,15.49,0.04117,0.04169,-0.0095,0.20393,0.616,0.1489,139,139,0,5.86192,Moderate Risk
6.2255,32.37,0.0374,0.1578,139,8.32167,8.44127,-3.0875,32.81,29.94,0.18,0.03507,0.03816,0.0055,0.22013,0.53816,-0.1264,139,139,0,5.66295,Moderate Risk
6.1238,31.69,0.0474,0.245,139,6.1704,7.04661,-0.1285,31.25333,29.91,1.51,0.04073,0.04136,0.016,0.28523,0.842,-0.1879,139,139,0,5.61284,Moderate Risk
9.1599,30.27,0.0389,0.0899,139,7.2554,7.54101,2.8774,26.99667,26.22429,10.32,0.04277,0.03814,-0.0043,0.71187,0.72633,-0.7113,139,139,0,6.63482,Moderate Risk
9.0693,18.97,0.0341,0.3984,139,8.173,7.92584,2.9524,26.74333,29.46429,-11.58,0.0342,0.03676,-0.0045,0.88647,1.20839,-0.0563,139,139,0,5.36407,Moderate Risk
9.3086,18.16,0.0454,0.5375,139,8.2862,7.56951,-0.0405,22.86667,26.25143,-12.74,0.039,0.03956,0.0137,0.84447,0.79276,-0.1032,139,139,0,6.55943,Moderate Risk
9.4932,19.51,0.0435,1.1781,139,8.42517,8.96284,-0.0016,28.64333,28.85857,-14.46,0.04103,0.0419,0.0064,1.28563,1.19959,0.2803,139,139,0,5.59079,Moderate Risk
9.4172,31.35,0.0354,1.4495,139,8.3321,7.57314,0.2036,28.13667,28.28286,-2.46,0.03377,0.04026,0.0031,0.59213,0.85299,1.2038,139,139,0,6.50744,Moderate Risk
9.4003,33.44,0.04,1.0187,139,9.22953,7.55211,0.1301,28.93667,27.25571,13.82,0.03623,0.03119,0.0116,0.89517,1.30267,-0.1234,139,139,0,7.02352,Moderate Risk
6.0878,30.83,0.0445,0.1494,139,7.22213,7.5238,-0.0905,32.59667,26.95143,-2.69,0.04267,0.03607,0.001,0.93647,1.13694,-1.4919,139,139,0,6.96185,Moderate Risk
6.1946,19.05,0.0257,0.0706,139,6.2275,7.42994,0.0763,27.81333,28.16714,-12.32,0.03077,0.0364,-0.0077,0.8816,1.02279,-1.1742,139,139,0,6.23639,Moderate Risk
9.4921,33.8,0.0372,0.2488,139,8.38457,7.54983,0.1188,32.33333,30.06429,2.7,0.0382,0.03589,0.0021,0.67403,0.6847,0.0666,139,139,0,5.7971,Moderate Risk
6.3625,18.46,0.0476,0.998,139,8.44503,7.61566,-3.118,23.63,26.35857,-0.17,0.04083,0.037,0.0099,0.5425,0.67374,0.6173,139,139,0,7.04961,Moderate Risk
9.4668,33.98,0.0262,1.4201,139,9.1875,8.35051,0.4225,33.63333,30.70286,0.82,0.03457,0.03497,-0.0151,1.76287,1.10214,-0.5632,139,139,0,5.41705,Moderate Risk
6.4265,33.16,0.0292,1.8136,139,8.31253,8.36196,-3.0403,33.43333,32.60143,-0.82,0.03223,0.0344,0.003,1.739,1.13517,0.3935,139,139,0,3.6236,Moderate Risk
9.1007,19.1,0.0299,1.4543,139,8.20837,7.4345,-0.2192,23.5,24.59,-12.57,0.03123,0.03694,-0.0068,1.1087,0.93254,-0.0759,139,139,0,6.45326,Moderate Risk
9.4694,31.02,0.0458,0.6126,139,8.32523,7.89831,3.2758,32.30333,30.31,-2.41,0.0375,0.03569,0.0178,0.9984,1.12957,0.1657,139,139,0,5.94715,Moderate Risk
6.1142,33.76,0.035,1.8294,139,7.21337,7.53021,-0.2833,32.71667,28.66857,0.61,0.0389,0.03937,-0.0103,1.23457,1.12533,0.3687,139,139,0,6.49775,Moderate Risk
6.4489,33.11,0.0423,0.7638,139,6.2678,7.11766,0.316,27.34,24.35286,2.59,0.03717,0.03227,0.0142,0.98287,0.72301,-0.8888,139,139,0,6.15989,Moderate Risk
6.2438,19.77,0.0437,0.4907,139,6.1712,6.63281,0.0226,23.86667,26.88,1.72,0.04063,0.04321,0.0098,1.07783,1.07003,-0.9222,139,139,0,6.09311,Moderate Risk
6.4655,31,0.0296,0.4075,139,7.37817,7.61946,0.1056,31.42667,31.95857,-0.39,0.0363,0.03407,-0.0049,0.7401,0.88119,0.1116,139,139,0,3.54657,Moderate Risk
9.0357,18.96,0.0306,0.8818,139,8.15173,7.94677,2.7121,23.48667,24.62143,-13.86,0.03573,0.03597,0.0006,0.69533,1.16614,0.7768,139,139,0,6.83119,Moderate Risk
6.3464,18.2,0.0462,1.896,139,6.1358,7.4656,0.3057,22.76333,26.63429,-1.53,0.03893,0.03567,0.0091,1.36617,1.21649,1.6712,139,139,0,6.99366,Moderate Risk
9.1787,33.9,0.0388,1.8303,139,9.08787,8.34301,0.1022,28.15,26.78714,3.17,0.0441,0.04059,-0.0049,1.4703,1.36054,-0.1677,139,139,0,6.50495,Moderate Risk
9.4811,19.71,0.0368,1.8955,139,8.31777,7.9899,3.3212,23.69667,26.37143,-0.11,0.03503,0.03841,0.0056,1.23593,0.81776,0.5489,139,139,0,6.80707,Moderate Risk
8.46,20.08,0.012,0.006,139,7.9434,7.37136,-0.5991,24.02,27.06857,-13.73,0.03533,0.03693,-0.0348,0.4414,0.77774,-0.3393,139,139,0,6.71753,Low Risk
8.29,24.65,0.01,0.001,139,8.60303,7.67719,-0.17,26.18,25.77857,4.57,0.02293,0.03219,-0.002,0.11743,0.61589,-0.005,139,139,0,6.28954,Low Risk
8.17,21.17,0.008,0.016,139,8.30667,7.55814,-0.12,21.96667,26.23143,-3.48,0.01,0.02901,-0.002,0.00767,0.48411,0.015,139,139,0,5.83937,Low Risk
7.42,27.19,0.019,0.004,139,7.96,7.69539,-0.75,24.33667,25.39429,6.02,0.01233,0.02586,0.011,0.007,0.43373,-0.012,139,139,0,5.32267,Low Risk
6.95,26.68,0.003,0.009,139,7.51333,7.8086,-0.47,25.01333,24.53571,-0.51,0.01,0.02086,-0.016,0.00967,0.19346,0.005,139,139,0,4.60508,Low Risk
7.61,25.59,0.013,0.008,139,7.32667,7.99416,0.66,26.48667,25.59571,-1.09,0.01167,0.01597,0.01,0.007,0.05561,-0.001,139,139,0,3.70732,Low Risk
8.53,25.67,0.021,0.011,139,7.69667,7.91857,0.92,25.98,24.43286,0.08,0.01233,0.01229,0.008,0.00933,0.00786,0.003,139,139,0,2.58143,Low Risk
6.88,24.67,0.009,0.008,139,7.67333,7.69286,-1.65,25.31,25.08857,-1,0.01433,0.01186,-0.012,0.009,0.00814,-0.003,139,139,0,2.30837,Low Risk
6.55,23.71,0.009,0.009,139,7.32,7.44429,-0.33,24.68333,24.95429,-0.96,0.013,0.01171,0,0.00933,0.00929,0.001,139,139,0,2.46685,Low Risk
8.52,20.35,0.024,0.003,139,7.31667,7.49429,1.97,22.91,24.83714,-3.36,0.014,0.014,0.015,0.00667,0.00743,-0.006,139,139,0,2.73557,Low Risk
7.38,28.65,0.008,0.004,139,7.48333,7.48857,-1.14,24.23667,25.04571,8.3,0.01367,0.01243,-0.016,0.00533,0.00743,0.001,139,139,0,2.88526,Low Risk
7.05,29.61,0.006,0.001,139,7.65,7.50286,-0.33,26.20333,25.46429,0.96,0.01267,0.01286,-0.002,0.00267,0.00629,-0.003,139,139,0,3.11139,Low Risk
8.53,29.1,0.023,0.011,139,7.65333,7.63429,1.48,29.12,25.96571,-0.51,0.01233,0.01429,0.017,0.00533,0.00671,0.01,139,139,0,3.44749,Low Risk
6.76,27.55,0.017,0.014,139,7.44667,7.38143,-1.77,28.75333,26.23429,-1.55,0.01533,0.01371,-0.006,0.00867,0.00714,0.003,139,139,0,3.37443,Low Risk
7.13,22.86,0.01,0,139,7.47333,7.41714,0.37,26.50333,25.97571,-4.69,0.01667,0.01386,-0.007,0.00833,0.006,-0.014,139,139,0,3.43374,Low Risk
8.51,23.3,0.01,0.008,139,7.46667,7.69714,1.38,24.57,25.91714,0.44,0.01233,0.014,0,0.00733,0.00586,0.008,139,139,0,3.4341,Low Risk
7.26,24.71,0.012,0.004,139,7.63333,7.51714,-1.25,23.62333,26.54,1.41,0.01067,0.01229,0.002,0.004,0.006,-0.004,139,139,0,2.86136,Low Risk
8.26,25.69,0.008,0.019,139,8.01,7.64286,1,24.56667,26.11714,0.98,0.01,0.01229,-0.004,0.01033,0.00814,0.015,139,139,0,2.88237,Low Risk
8.2,26.03,0.024,0.007,139,7.90667,7.80714,-0.06,25.47667,25.60571,0.34,0.01467,0.01486,0.016,0.01,0.009,-0.012,139,139,0,2.59554,Low Risk
7.2,22.38,0.022,0.018,139,7.88667,7.61714,-1,24.7,24.64571,-3.65,0.018,0.01471,-0.002,0.01467,0.01,0.011,139,139,0,2.33295,Low Risk
6.99,25.76,0.013,0.002,139,7.46333,7.65,-0.21,24.72333,24.39,3.38,0.01967,0.01414,-0.009,0.009,0.00829,-0.016,139,139,0,2.05883,Low Risk
7.17,23.68,0.003,0,139,7.12,7.65571,0.18,23.94,24.50714,-2.08,0.01267,0.01314,-0.01,0.00667,0.00829,-0.002,139,139,0,1.99594,Low Risk
6.9,22.72,0.014,0.001,139,7.02,7.42571,-0.27,24.05333,24.42429,-0.96,0.01,0.01371,0.011,0.001,0.00729,0.001,139,139,0,1.89693,Low Risk
7.15,29.86,0.01,0.003,139,7.07333,7.41,0.25,25.42,25.16,7.14,0.009,0.01343,-0.004,0.00133,0.00714,0.002,139,139,0,2.43647,Low Risk
6.79,26.48,0.015,0.013,139,6.94667,7.2,-0.36,26.35333,25.27286,-3.38,0.013,0.01443,0.005,0.00567,0.00629,0.01,139,139,0,2.2499,Low Risk
7.87,23.91,0.001,0.016,139,7.27,7.15286,1.08,26.75,24.97,-2.57,0.00867,0.01114,-0.014,0.01067,0.00757,0.003,139,139,0,2.02935,Low Risk
8.15,21.16,0.017,0.007,139,7.60333,7.28857,0.28,23.85,24.79571,-2.75,0.011,0.01043,0.016,0.012,0.006,-0.009,139,139,0,2.47422,Low Risk
7.6,23.08,0.019,0.009,139,7.87333,7.37571,-0.55,22.71667,24.41286,1.92,0.01233,0.01129,0.002,0.01067,0.007,0.002,139,139,0,2.4754,Low Risk
7.72,20.41,0.02,0.008,139,7.82333,7.45429,0.12,21.55,23.94571,-2.67,0.01867,0.01371,0.001,0.008,0.00814,-0.001,139,139,0,2.67446,Low Risk
8.88,23.8,0.022,0.018,139,8.06667,7.73714,1.16,22.43,24.1,3.39,0.02033,0.01486,0.002,0.01167,0.01057,0.01,139,139,0,2.98051,Low Risk
6.99,27.24,0.017,0.019,139,7.86333,7.71429,-1.89,23.81667,23.72571,3.44,0.01967,0.01586,-0.005,0.015,0.01286,0.001,139,139,0,2.67761,Low Risk
8.59,27.77,0.023,0.004,139,8.15333,7.97143,1.6,26.27,23.91,0.53,0.02067,0.017,0.006,0.01367,0.01157,-0.015,139,139,0,2.67558,Low Risk
7.25,21,0.022,0.016,139,7.61,7.88286,-1.34,25.33667,23.49429,-6.77,0.02067,0.02,-0.001,0.013,0.01157,0.012,139,139,0,2.88479,Low Risk
8.11,29.2,0.016,0.009,139,7.98333,7.87714,0.86,25.99,24.64286,8.2,0.02033,0.01986,-0.006,0.00967,0.01186,-0.007,139,139,0,3.11136,Low Risk
7.7,26.87,0.01,0.01,139,7.68667,7.89143,-0.41,25.69,25.18429,-2.33,0.016,0.01857,-0.006,0.01167,0.012,0.001,139,139,0,3.10947,Low Risk
6.65,21.14,0.013,0.019,139,7.48667,7.73857,-1.05,25.73667,25.28857,-5.73,0.013,0.01757,0.003,0.01267,0.01357,0.009,139,139,0,3.32666,Low Risk
7.71,27.59,0.001,0.003,139,7.35333,7.57143,1.06,25.2,25.83,6.45,0.008,0.01457,-0.012,0.01067,0.01143,-0.016,139,139,0,3.01117,Low Risk
8.1,27.47,0.003,0.014,139,7.48667,7.73,0.39,25.4,25.86286,-0.12,0.00567,0.01257,0.002,0.012,0.01071,0.011,139,139,0,2.96172,Low Risk
7.46,28.18,0.014,0.007,139,7.75667,7.56857,-0.64,27.74667,25.92143,0.71,0.006,0.01129,0.011,0.008,0.01114,-0.007,139,139,0,2.73348,Low Risk
7.15,26,0.025,0.002,139,7.57,7.55429,-0.31,27.21667,26.63571,-2.18,0.014,0.01171,0.011,0.00767,0.00914,-0.005,139,139,0,2.37323,Low Risk
8.02,25.68,0.009,0.006,139,7.54333,7.54143,0.87,26.62,26.13286,-0.32,0.016,0.01071,-0.016,0.005,0.00871,0.004,139,139,0,2.21877,Low Risk
7.54,28.25,0.023,0.015,139,7.57,7.51857,-0.48,26.64333,26.33,2.57,0.019,0.01257,0.014,0.00767,0.00943,0.009,139,139,0,2.27446,Low Risk
7.41,29.66,0.012,0.016,139,7.65667,7.62714,-0.13,27.86333,27.54714,1.41,0.01467,0.01243,-0.011,0.01233,0.009,0.001,139,139,0,1.38362,Low Risk
6.63,20.48,0.011,0.014,139,7.19333,7.47286,-0.78,26.13,26.53143,-9.18,0.01533,0.01386,-0.001,0.015,0.01057,-0.002,139,139,0,2.52036,Low Risk
7.76,21.62,0.024,0.002,139,7.26667,7.42429,1.13,23.92,25.69571,1.14,0.01567,0.01686,0.013,0.01067,0.00886,-0.012,139,139,0,2.63978,Low Risk
8.05,28.31,0.016,0.008,139,7.48,7.50857,0.29,23.47,25.71429,6.69,0.017,0.01714,-0.008,0.008,0.009,0.006,139,139,0,2.76698,Low Risk
8.87,20.1,0.021,0.018,139,8.22667,7.75429,0.82,23.34333,24.87143,-8.21,0.02033,0.01657,0.005,0.00933,0.01129,0.01,139,139,0,3.42174,Low Risk
8.37,26.58,0.008,0.008,139,8.43,7.80429,-0.5,24.99667,25,6.48,0.015,0.01643,-0.013,0.01133,0.01157,-0.01,139,139,0,3.51292,Low Risk
8.71,28.53,0.014,0.002,139,8.65,7.97143,0.34,25.07,25.04,1.95,0.01433,0.01514,0.006,0.00933,0.00971,-0.006,139,139,0,3.65355,Low Risk
